1.025100000000000051e+02,1.025400000000000063e+02,1.024899999999999949e+02,1.025400000000000063e+02
1.026899999999999977e+02,1.027300000000000040e+02,1.025600000000000023e+02,1.025799999999999983e+02
1.027300000000000040e+02,1.027699999999999960e+02,1.026599999999999966e+02,1.026800000000000068e+02
1.027199999999999989e+02,1.027699999999999960e+02,1.026899999999999977e+02,1.027300000000000040e+02
1.026299999999999955e+02,1.027300000000000040e+02,1.026099999999999994e+02,1.027099999999999937e+02
1.025600000000000023e+02,1.027000000000000028e+02,1.025600000000000023e+02,1.026400000000000006e+02
1.025199999999999960e+02,1.026800000000000068e+02,1.024399999999999977e+02,1.025699999999999932e+02
1.023850000000000051e+02,1.025450000000000017e+02,1.023649999999999949e+02,1.025150000000000006e+02
1.023649999999999949e+02,1.024749999999999943e+02,1.023649999999999949e+02,1.023949999999999960e+02
1.032450000000000045e+02,1.034650000000000034e+02,1.023750000000000000e+02,1.023750000000000000e+02
1.031400000000000006e+02,1.033050000000000068e+02,1.029950000000000045e+02,1.032549999999999955e+02
1.030199999999999960e+02,1.032199999999999989e+02,1.030000000000000000e+02,1.031599999999999966e+02
1.027600000000000051e+02,1.031400000000000006e+02,1.027500000000000000e+02,1.030100000000000051e+02
1.027549999999999955e+02,1.029599999999999937e+02,1.026449999999999960e+02,1.027699999999999960e+02
1.026850000000000023e+02,1.028649999999999949e+02,1.026650000000000063e+02,1.027549999999999955e+02
1.027450000000000045e+02,1.027849999999999966e+02,1.024950000000000045e+02,1.026850000000000023e+02
1.027049999999999983e+02,1.027750000000000057e+02,1.026350000000000051e+02,1.027349999999999994e+02
1.027849999999999966e+02,1.028149999999999977e+02,1.026250000000000000e+02,1.027049999999999983e+02
1.026650000000000063e+02,1.028250000000000028e+02,1.025949999999999989e+02,1.027849999999999966e+02
1.027049999999999983e+02,1.027849999999999966e+02,1.025049999999999955e+02,1.026749999999999972e+02
1.027450000000000045e+02,1.029350000000000023e+02,1.026749999999999972e+02,1.027049999999999983e+02
1.028750000000000000e+02,1.029249999999999972e+02,1.025949999999999989e+02,1.027450000000000045e+02
1.028649999999999949e+02,1.029749999999999943e+02,1.027450000000000045e+02,1.028850000000000051e+02
1.027950000000000017e+02,1.029350000000000023e+02,1.027650000000000006e+02,1.028649999999999949e+02
1.028449999999999989e+02,1.028649999999999949e+02,1.027549999999999955e+02,1.027849999999999966e+02
1.026850000000000023e+02,1.028449999999999989e+02,1.026350000000000051e+02,1.028449999999999989e+02
1.027049999999999983e+02,1.027549999999999955e+02,1.026449999999999960e+02,1.026949999999999932e+02
1.027950000000000017e+02,1.028250000000000028e+02,1.026949999999999932e+02,1.027049999999999983e+02
1.028349999999999937e+02,1.028750000000000000e+02,1.027650000000000006e+02,1.027950000000000017e+02
1.027750000000000057e+02,1.029150000000000063e+02,1.026949999999999932e+02,1.028349999999999937e+02
1.028449999999999989e+02,1.029050000000000011e+02,1.026650000000000063e+02,1.027750000000000057e+02
1.027150000000000034e+02,1.028750000000000000e+02,1.027049999999999983e+02,1.028449999999999989e+02
1.027750000000000057e+02,1.028349999999999937e+02,1.027150000000000034e+02,1.027150000000000034e+02
1.026550000000000011e+02,1.027849999999999966e+02,1.026449999999999960e+02,1.027650000000000006e+02
1.026449999999999960e+02,1.026850000000000023e+02,1.024449999999999932e+02,1.026550000000000011e+02
1.026449999999999960e+02,1.027049999999999983e+02,1.025450000000000017e+02,1.026449999999999960e+02
1.027349999999999994e+02,1.028149999999999977e+02,1.026250000000000000e+02,1.026449999999999960e+02
1.025550000000000068e+02,1.027450000000000045e+02,1.024849999999999994e+02,1.027349999999999994e+02
1.029050000000000011e+02,1.029549999999999983e+02,1.025450000000000017e+02,1.025550000000000068e+02
1.036550000000000011e+02,1.036949999999999932e+02,1.028149999999999977e+02,1.029050000000000011e+02
1.035049999999999955e+02,1.040049999999999955e+02,1.035049999999999955e+02,1.036550000000000011e+02
1.034150000000000063e+02,1.035049999999999955e+02,1.032950000000000017e+02,1.034950000000000045e+02
1.035849999999999937e+02,1.037950000000000017e+02,1.034150000000000063e+02,1.034150000000000063e+02
1.035849999999999937e+02,1.037349999999999994e+02,1.034749999999999943e+02,1.035750000000000028e+02
1.037249999999999943e+02,1.037650000000000006e+02,1.035750000000000028e+02,1.035849999999999937e+02
1.043649999999999949e+02,1.044150000000000063e+02,1.037249999999999943e+02,1.037349999999999994e+02
1.042750000000000057e+02,1.044150000000000063e+02,1.041449999999999960e+02,1.043750000000000000e+02
1.042549999999999955e+02,1.043349999999999937e+02,1.041550000000000011e+02,1.042750000000000057e+02
1.042450000000000045e+02,1.043050000000000068e+02,1.041550000000000011e+02,1.042549999999999955e+02
1.045250000000000057e+02,1.048050000000000068e+02,1.042150000000000034e+02,1.042450000000000045e+02
1.046449999999999960e+02,1.047049999999999983e+02,1.044950000000000045e+02,1.045250000000000057e+02
1.045649999999999977e+02,1.046550000000000011e+02,1.045450000000000017e+02,1.046449999999999960e+02
1.044549999999999983e+02,1.045750000000000028e+02,1.043449999999999989e+02,1.045550000000000068e+02
1.043550000000000040e+02,1.044849999999999994e+02,1.043349999999999937e+02,1.044449999999999932e+02
1.044549999999999983e+02,1.044749999999999943e+02,1.043050000000000068e+02,1.043449999999999989e+02
1.045049999999999955e+02,1.045750000000000028e+02,1.042549999999999955e+02,1.044549999999999983e+02
1.044650000000000034e+02,1.045949999999999989e+02,1.043750000000000000e+02,1.045150000000000006e+02
1.044749999999999943e+02,1.045849999999999937e+02,1.044350000000000023e+02,1.044549999999999983e+02
1.044150000000000063e+02,1.044849999999999994e+02,1.043250000000000028e+02,1.044650000000000034e+02
1.044050000000000011e+02,1.044749999999999943e+02,1.043349999999999937e+02,1.044249999999999972e+02
1.043250000000000028e+02,1.044449999999999932e+02,1.042650000000000006e+02,1.044150000000000063e+02
1.047049999999999983e+02,1.048949999999999960e+02,1.042549999999999955e+02,1.043250000000000028e+02
1.044350000000000023e+02,1.047249999999999943e+02,1.044050000000000011e+02,1.047049999999999983e+02
1.047750000000000057e+02,1.047950000000000017e+02,1.044350000000000023e+02,1.044350000000000023e+02
1.047450000000000045e+02,1.050250000000000057e+02,1.047249999999999943e+02,1.047750000000000057e+02
1.045349999999999966e+02,1.048850000000000051e+02,1.044950000000000045e+02,1.047450000000000045e+02
1.043250000000000028e+02,1.046050000000000040e+02,1.043250000000000028e+02,1.045349999999999966e+02
1.043349999999999937e+02,1.045250000000000057e+02,1.041749999999999972e+02,1.043250000000000028e+02
1.041949999999999932e+02,1.043449999999999989e+02,1.040049999999999955e+02,1.043250000000000028e+02
1.038649999999999949e+02,1.042849999999999966e+02,1.037849999999999966e+02,1.041949999999999932e+02
1.039050000000000011e+02,1.040649999999999977e+02,1.037750000000000057e+02,1.038649999999999949e+02
1.039249999999999972e+02,1.040450000000000017e+02,1.038750000000000000e+02,1.039050000000000011e+02
1.039200000000000017e+02,1.039749999999999943e+02,1.038449999999999989e+02,1.039249999999999972e+02
1.040900000000000034e+02,1.041099999999999994e+02,1.039000000000000057e+02,1.039200000000000017e+02
